macroregion,REGION,COUNTRY,IWP PROGRAM,YEAR(S),OCLC,penname,drupal_family_name,drupal_given_name,drupal_nid
Europe,Eastern Europe,Poland,Fall Residency,1995,,,KRALL-SZPERKOWICZ,Hanna,1322
Europe,Eastern Europe,Poland,Fall Residency,1984,,,KRASINSKA,Ewa K.,1323
Europe,Eastern Europe,Poland,Fall Residency,1975,,,KUBIAK,Zygmunt,1327
Europe,Eastern Europe,Poland,Fall Residency,1973,,,LAPINSKI,Zdzislaw,1352
Europe,Eastern Europe,Poland,Fall Residency,1993,,,LIBERA,Antoni,1367
Europe,Eastern Europe,Poland,Fall Residency,1975,,,LIPSKA,Ewa,1372
Europe,Eastern Europe,Poland,Fall Residency,1996,,,MAJ,Bronislaw,1410
Europe,Eastern Europe,Poland,Fall Residency,"1970, 1986",,,MIEDZYRZECKI,Artur,1440
Europe,Eastern Europe,Poland,Fall Residency,1988,,,MUSIAL,Grzegorz,1477
Europe,Eastern Europe,Poland,Fall Residency,1970,,,NOWAKOWSKI,Marek,1529
Europe,Eastern Europe,Poland,Fall Residency,1992,,,PIECHOWICZ,Krzysztof,1592
Europe,Eastern Europe,Poland,Fall Residency,1994,,,PILCH,Jerzy,1594
Europe,Eastern Europe,Poland,Fall Residency,1999,,,POKRAKA,Slawomir,1598
Europe,Eastern Europe,Poland,Fall Residency,1972,,,PROKOP,Jan,1609
Europe,Eastern Europe,Poland,Fall Residency,1974,,,PRZEZDZIECKI,Jerzy,1610
Europe,Eastern Europe,Poland,Fall Residency,1985,,,REDLINSKI,Edward,1644
Europe,Eastern Europe,Poland,Fall Residency,1979,,,RONIKER,Michal,1665
Europe,Eastern Europe,Poland,Fall Residency,1976,,,SADKOWSKI,Waclaw,1679
Europe,Eastern Europe,Poland,Fall Residency,1981,,,SALAMON,Joanna,2372
Europe,Eastern Europe,Poland,Fall Residency,2003,,,SENDECKI,Marcin,2261
Europe,Eastern Europe,Poland,Fall Residency,1971,,,SKWARNICKI,Marek,2422
Europe,Eastern Europe,Poland,Fall Residency,2000,,,SLIWINSKI,Piotr,2278
Europe,Eastern Europe,Poland,Fall Residency,2002,,,SOMMER,Piotr,2280
Europe,Eastern Europe,Poland,Fall Residency,2001,,,SOSNICKI,Dariusz,2281
Europe,Eastern Europe,Poland,Fall Residency,1974,,,SPRUSINSKI,Michal,2433
Europe,Eastern Europe,Poland,Fall Residency,1969,,,STRYJKOWSKI,Julian,2445
Europe,Eastern Europe,Poland,Fall Residency,1968,,,SZCZEPANSKI,Jan Jozef,2455
Europe,Eastern Europe,Poland,Fall Residency,1990,,,SZPERKOWICZ,Jerzy,2456
Europe,Eastern Europe,Poland,Fall Residency,1997,,,SZYMANSKA,Adriana,2289
Europe,Eastern Europe,Poland,Fall Residency,1978,,,SZYPULSKI,Andrzej,2457
Europe,Eastern Europe,Poland,Fall Residency,2004,,,WIEDEMANN,Adam,2326
Europe,Eastern Europe,Poland,Fall Residency,2001,,,ZALESKI,Marek,2342
Europe,Eastern Europe,Poland,Fall Residency,1981,,,ZARZECKI,Krysztof,2568
Europe,Southern Europe,Portugal,Fall Residency,2013,,Patricia Portela,Portela,Patrícia,3570
Europe,Southern Europe,Portugal,Fall Residency,1968,,,FARIA,Benigno Almeida,1069
Europe,Eastern Europe,Romania,Fall Residency,1990,Gabriela Adamesteanu,,Adamesteanu,Gabriela,777
Europe,Eastern Europe,Romania,Fall Residency,1989,Stefan Agopian,,Agopian,Stefan,780
Europe,Eastern Europe,Romania,Fall Residency,1980,George Balaita,,Balaita,George,851
Europe,Eastern Europe,Romania,Fall Residency,1972,Cezar Baltag,,Baltag,Cezar,852
Europe,Eastern Europe,Romania,Fall Residency,1971,Stefan Banulescu,,Banulescu,Stefan,853
Europe,Eastern Europe,Romania,Fall Residency,1973,Ana Blandiana,,Blandiana,Ana,877
Europe,Eastern Europe,Romania,Fall Residency,1977,Nicolae Breban,,Breban,Nicolae,893
Europe,Eastern Europe,Romania,Fall Residency,1970,Constanta Buzea,,Buzea,Constanta,904
Europe,Eastern Europe,Romania,Fall Residency,1990,,,CARTARESCU,Mircea,913
Europe,Eastern Europe,Romania,Fall Residency,1985,,,CASSIAN,Nina,919
Europe,Eastern Europe,Romania,Fall Residency,1999,,,CIUPAG,Mirela Ramona,959
Europe,Eastern Europe,Romania,Fall Residency,2003,,,COMANESCU,Denisa,966
Europe,Eastern Europe,Romania,Fall Residency,1993,,,CRASNARU,Daniela,980
Europe,Eastern Europe,Romania,Fall Residency,1985,,,CRISTEA,Dan,981
Europe,Eastern Europe,Romania,Fall Residency,1995,,,DELEANU,Robert-Daniel,1010
Europe,Eastern Europe,Romania,Fall Residency,1983,,,FLAMIND,Andhidin (Dinu),1081
Europe,Eastern Europe,Romania,Fall Residency,1989,,,HOBANA,Ion,1190
Europe,Eastern Europe,Romania,Fall Residency,1968,,,IVASIUC,Alexandru,1227
Europe,Eastern Europe,Romania,Fall Residency,1972,,,LATZINA,Anemone,1355
Europe,Eastern Europe,Romania,Fall Residency,1970,,,MUNTEANU,Aurel Dragos,1473
Europe,Eastern Europe,Romania,Fall Residency,2008,,,NELEGA,Alina,1509
Europe,Eastern Europe,Romania,Fall Residency,1970,,,PAUNESCU,Adrian,1581
Europe,Eastern Europe,Romania,Fall Residency,1973,,,POPESCU,Petru,1600
Europe,Eastern Europe,Romania,Fall Residency,1983,,,POPOVICI,Titus,1601
Europe,Eastern Europe,Romania,Fall Residency,1977,,,RAU,Aurel,1640
Europe,Eastern Europe,Romania,Fall Residency,1973,,,RUSAN,Romulus,1672
Europe,Eastern Europe,Romania,Fall Residency,1971,,,SORESCU *,Marin,2430
Europe,Eastern Europe,Romania,Fall Residency,1972,,,SZÁSZ,János,2459
Europe,Eastern Europe,Romania,Fall Residency,1978,,,TOIU,Constantin,2482
Europe,Eastern Europe,Romania,Fall Residency,1982,,,TOMUS,Mircea,2483
Europe,Eastern Europe,Romania,Fall Residency,2014,,,Rotaru,Andra,3886
Europe,Eastern Europe,Russia,Fall Residency,1996,P Aleshkovskii,,ALESHKOVSKIY,Petr Markovich,756
Europe,Eastern Europe,Russia,Fall Residency,2001,Andrey Bychkov,,BYCHKOV,Andrey Stanislavovich,844
Europe,Eastern Europe,Russia,Fall Residency,2010,,,CHERCHESOV,Alan,937
Europe,Eastern Europe,Russia,Fall Residency,2002,,,DRAGUNSKAYA,Ksenija,1033
Europe,Eastern Europe,Russia,Fall Residency,2000,,,FOMINA,Viktoriya Anatolyevna,1084
Europe,Eastern Europe,Russia,Fall Residency,2012,,,Ganieva,Alisa,3119
Europe,Eastern Europe,Russia,Fall Residency,"2006, 2007",,,GOLUBOVICH,Kseniya,1119
Europe,Eastern Europe,Russia,Fall Residency,2013,,Dmitry Golynko,Golynko,Dmitry,3553
Europe,Eastern Europe,Russia,Fall Residency,1998,,,GOSTEVA,Anastasiya,1123
Europe,Eastern Europe,Russia,Fall Residency,2008,,,KUCHERSKAYA,Maya,1328
Europe,Eastern Europe,Russia,Fall Residency,2004,,,KUROCHKIN,Maxim,1333
Europe,Eastern Europe,Russia,Fall Residency,1998,,,MUKHINA,Olga,1470
Europe,Eastern Europe,Russia,Fall Residency,1997,,,PALEI,Marina Anatolyevna,1572
Europe,Eastern Europe,Russia,Fall Residency,1996,,,PELEVIN,Viktor Olegovich,1584
Europe,Eastern Europe,Russia,Fall Residency,2011,,,PETROVA,Alexandra,1971
Europe,Eastern Europe,Russia,Fall Residency,1993,,,SHATUNOVSKY,Mark Alekseyevich,2399
Europe,Eastern Europe,Russia,Fall Residency,1999,,,SHULPYAKOV,Gleb Yuryevich,2270
Europe,Eastern Europe,Russia,Fall Residency,1994,,,SKIDAN,Alexander,2420
Europe,Eastern Europe,Russia,Fall Residency,1995,,,STROYKOV,Yuriy,2444
Europe,Eastern Europe,Russia,Fall Residency,2004,,,ULANOV,Aleksandr Mikhaylovich,2308
Europe,Eastern Europe,Russia,Fall Residency,1997,,,VARLAMOV,Aleksey Nikolayevich,2316
Europe,Eastern Europe,Russia,Fall Residency,2004,,,VOROZHBIT,Natalya,2319
Africa,Eastern Africa,Rwanda,Fall Residency,2004,,,RURANGWA,Jean-Marie.V.,1671
Asia,Western Asia,Saudi Arabia,Fall Residency,2005,,,ABDULJABBAR,Nadia,742
Asia,Western Asia,Saudi Arabia,Fall Residency,2012,,,Thabit,Abdullah Yahya,3147
Asia,Western Asia,Saudi Arabia,Fall Residency,1993,,,Bakhit,Abdullah,850
Asia,Western Asia,Saudi Arabia,Fall Residency,1995,,,GODUS,Mohammed Ali,1116
Asia,Western Asia,Saudi Arabia,Fall Residency,2009,,,HIJAZI,Hanaa,1182
Asia,Western Asia,Saudi Arabia,Fall Residency,2014,,,Al Wesali,Abdullah,3948
Africa,Western Africa,Senegal,Fall Residency,1995,,,FALL,Khadi,1068
Africa,Western Africa,Senegal,Fall Residency,1990,,,MAÏGA KA,Rokhayatou Aminata,1431
Africa,Western Africa,Senegal,Fall Residency,2006,,,BUGUL,Ken,840
Europe,Eastern Europe,Serbia,Fall Residency,2001,,,PRODANOVIC,Mileta,1608
Africa,Western Africa,Sierra Leone,Fall Residency,1988,,,CHENEY-COKER,Syl,935
Africa,Western Africa,Sierra Leone,Fall Residency,2009,,,CONTEH,Osman Pius,967
Africa,Western Africa,Sierra Leone,Fall Residency,1992,,,MADDY,Yulisa Amadu Pat,1401
Africa,Western Africa,Sierra Leone,Fall Residency,1994,,,MASSAQUOI,Ambrose,1420
Asia,South-eastern Asia,Singapore,Fall Residency,1994,Kim Cheng Boey,,Boey,Kim Cheng,883
Asia,South-eastern Asia,Singapore,Fall Residency,1995,,,CHIA,Joo Ming,941
Asia,South-eastern Asia,Singapore,Fall Residency,1995,,,HALIL,Rasiah,1155
Asia,South-eastern Asia,Singapore,Fall Residency,1990,,,JEYARETNAM,Philip,1240
Asia,South-eastern Asia,Singapore,Fall Residency,1988,,,KANNAPIRAN,Rama,1262
Asia,South-eastern Asia,Singapore,Fall Residency,2013,,Amanda Lee Koe,Koe,Amanda Lee,3559
Asia,South-eastern Asia,Singapore,Fall Residency,"1996, 1997",,,YING,Dan,2335
Asia,South-eastern Asia,Singapore,Fall Residency,2010,,,O,Thiam Chin,1538
Asia,South-eastern Asia,Singapore,Fall Residency,2000,,,OTHMAN,Anuar,1566
Asia,South-eastern Asia,Singapore,Fall Residency,2002,,,PANG,Alvin,1575
Asia,South-eastern Asia,Singapore,Fall Residency,1986,,,SALIKUN,Masuri Bin,2374
Asia,South-eastern Asia,Singapore,Fall Residency,1997,,,SINGH,Kirpal,2275
Asia,South-eastern Asia,Singapore,Fall Residency,2000,,,HENG,Siok Tian,1177
Asia,South-eastern Asia,Singapore,Fall Residency,1985,,,SIPAN,Suraidi Bin,2416
Asia,South-eastern Asia,Singapore,Fall Residency,1997,,,LIM,Suchen Christine,1370
Asia,South-eastern Asia,Singapore,Fall Residency,1990,,,TAY,Simon,2472
Asia,South-eastern Asia,Singapore,Fall Residency,2007,,,TAY,Verena,2293
Asia,South-eastern Asia,Singapore,Fall Residency,"1977, 1986",,,THUMBOO,Edwin,2477
Asia,South-eastern Asia,Singapore,Fall Residency,2011,,,TIANG,Jeremy,1997
Asia,South-eastern Asia,Singapore,Fall Residency,1967,,,WONG,May,2539
Asia,South-eastern Asia,Singapore,Fall Residency,1979,,,WONG,Meng Voon,2540
Asia,South-eastern Asia,Singapore,Fall Residency,1985,,,WONG,Yoon Wah,2542
Asia,South-eastern Asia,Singapore,Fall Residency,2012,,,Ye,Stephanie,3151
Asia,South-eastern Asia,Singapore,Fall Residency,1978,,,YEO,Robert,2557
Asia,South-eastern Asia,Singapore,Fall Residency,1990,,,YU,Ovidia,2561
Asia,South-eastern Asia,Singapore,Fall Residency,2014,,,Yeow,Kai Chai,3944
Europe,Eastern Europe,Slovakia,Fall Residency,2012,,,Benova,Jana,3102
Europe,Eastern Europe,Slovakia,Fall Residency,1996,,,HAUGOVA,Mila,1172
Europe,Eastern Europe,Slovakia,Fall Residency,2004,,,HVORECKÝ,Michal,1209
Europe,Eastern Europe,Slovakia,Fall Residency,1995,,,MURIN,Gustav,1474
Europe,Southern Europe,Slovenia,Fall Residency,1993,Andrej Blatnik,,Blatnik,Andrej,879
Europe,Southern Europe,Slovenia,Fall Residency,1971,,,SALAMUN,Tomaz,2373
Europe,Southern Europe,Slovenia,Fall Residency,2005,,,STROJAN,Marjan,2286
Africa,Southern Africa,South Africa,Fall Residency,2011,,,BLOOM,Kevin,1937
Africa,Southern Africa,South Africa,Fall Residency,2009,,,CASE,Maxine,916
Africa,Southern Africa,South Africa,Fall Residency,1975,,,CLARKE,Peter,961
Africa,Southern Africa,South Africa,Fall Residency,1979,,,DIKE,Fatima,1017
Africa,Southern Africa,South Africa,Fall Residency,2007,,,DREYER,Tom,1035
Africa,Southern Africa,South Africa,Fall Residency,1986,,,KOZA,Leonard,1319
Africa,Southern Africa,South Africa,Fall Residency,1991,,,MALANGE,Nise,1412
Africa,Southern Africa,South Africa,Fall Residency,1984,,,MATTHEWS,James,1427
Africa,Southern Africa,South Africa,Fall Residency,2008,,,MHLONGO,Niq,1439
Africa,Southern Africa,South Africa,Fall Residency,2011,,,MOELE,Kgebetli,1959
Africa,Southern Africa,South Africa,Fall Residency,1974,,,MTSHALI,Oswald,1468
Africa,Southern Africa,South Africa,Fall Residency,1984,,,MUTLOATSE,Mothobi,1479
Africa,Southern Africa,South Africa,Fall Residency,1990,,,QABULA,Thembeni Alfred,1617
Africa,Southern Africa,South Africa,Fall Residency,2000,,,Rapola,Zachariah,2363
Africa,Southern Africa,South Africa,Fall Residency,1981,,,SEPAMLA,Sipho,2393
Africa,Southern Africa,South Africa,Fall Residency,1991,,,SIERS,Rushdy,2409
Africa,Southern Africa,South Africa,Fall Residency,1983,,,THOMAS,Gladys,2475
Africa,Southern Africa,South Africa,Fall Residency,1978,,,TLALI,Miriam,2480
Africa,Southern Africa,South Africa,Fall Residency,1982,,,UYS,Pieter-Dirk,2496
Africa,Southern Africa,South Africa,Fall Residency,1997,,,Van Der Vyver,Marita,2362
Africa,Southern Africa,South Africa,Fall Residency,1990,,,VAN HEERDEN,Etienne Roche,2503
Africa,Southern Africa,South Africa,Fall Residency,1985,,,WILLEMSE,Hein,2537
Africa,Southern Africa,South Africa,Fall Residency,2014,,Sabata-mpho Mokae,Mokae,Sabata-mpho,3889
Asia,Eastern Asia,South Korea,Fall Residency,1989,Dae-Soon Bom,,Bom,Dae-soon,885
Asia,Eastern Asia,South Korea,Fall Residency,1986,,,CHO,Chang-whan,947
Asia,Eastern Asia,South Korea,Fall Residency,1973,,,CHOE,In-hoon,949
Asia,Eastern Asia,South Korea,Fall Residency,1992,,,CHOI,Tong-ho,952
Asia,Eastern Asia,South Korea,Fall Residency,1994,,,CHOI,Seung Ja,951
Asia,Eastern Asia,South Korea,Fall Residency,2006,,,CHOI,Jung Lae,950
Asia,Eastern Asia,South Korea,Fall Residency,1980,,,CHONG,Hyon-jong,953
Asia,Eastern Asia,South Korea,Fall Residency,1991,,,HAHM,Hye Ryon,1151
Asia,Eastern Asia,South Korea,Fall Residency,1998,,,HAN,Kang,1159
Asia,Eastern Asia,South Korea,Fall Residency,1983,,,HUH,Se-wook,1205
Asia,Eastern Asia,South Korea,Fall Residency,1970,,,HWANG,Tong-gyu,1212
Asia,Eastern Asia,South Korea,Fall Residency,"2000, 2003",,,HWANG,JiWoo,1211
Asia,Eastern Asia,South Korea,Fall Residency,2003,,,JEONG,Han-Yong,1239
Asia,Eastern Asia,South Korea,Fall Residency,2004,,,JO,Kyung-ran,1244
Asia,Eastern Asia,South Korea,Fall Residency,2005,,,JUNG,Young-Moon,1251
Asia,Eastern Asia,South Korea,Fall Residency,2009,,,KANG,Youngsook,1259
Asia,Eastern Asia,South Korea,Fall Residency,1998,,,HAN,Ki,1160
Asia,Eastern Asia,South Korea,Fall Residency,1978,,,KIM,Yoon-shik,1304
Asia,Eastern Asia,South Korea,Fall Residency,1990,,,KIM,Jiwon,1299
Asia,Eastern Asia,South Korea,Fall Residency,1993,,,KIM,Seung-hee,1302
Asia,Eastern Asia,South Korea,Fall Residency,1996,,,KIM,Su-Jung,1297
Asia,Eastern Asia,South Korea,Fall Residency,2003,,,KIM,Young-Ha,1305
Asia,Eastern Asia,South Korea,Fall Residency,2005,,,KIM,Jee-woon,1298
Asia,Eastern Asia,South Korea,Fall Residency,2006,,,KIM,Byoung-Yong,1293
Asia,Eastern Asia,South Korea,Fall Residency,2007,,,KIM,Reon,1300
Asia,Eastern Asia,South Korea,Fall Residency,2008,,,KIM,Gyeongmee,1296
Asia,Eastern Asia,South Korea,Fall Residency,2009,,,KIM,Do Eon,1294
Asia,Eastern Asia,South Korea,Fall Residency,2009,,,KIM,Soom,1303
Asia,Eastern Asia,South Korea,Fall Residency,2010,,,KIM,Sa-in,1301
Asia,Eastern Asia,South Korea,Fall Residency,2012,,,HAE,Yisoo,3121
Asia,Eastern Asia,South Korea,Fall Residency,2013,,Kim KyungUk,KIM,Kyung Uk,3537
Asia,Eastern Asia,South Korea,Fall Residency,2013,,Kim Seoryung,KIM,Seoryung,3561
Asia,Eastern Asia,South Korea,Fall Residency,2004,,,KWON,Ji-Ye,1338
Asia,Eastern Asia,South Korea,Fall Residency,2001,,,LEE,Man-sik,1359
Asia,Eastern Asia,South Korea,Fall Residency,2008,,,LEE,Jang Wook,1358
Asia,Eastern Asia,South Korea,Fall Residency,2011,,,LEE,Hye-Kyung,1954
Asia,Eastern Asia,South Korea,Fall Residency,1995,,,MOON,Chung Hee,1458
Asia,Eastern Asia,South Korea,Fall Residency,2012,,,Choi,Myoung Sook,3108
Asia,Eastern Asia,South Korea,Fall Residency,1987,,,OH,Sae-young,1543
Asia,Eastern Asia,South Korea,Fall Residency,1980,,,PARK,Hijin,1577
Asia,Eastern Asia,South Korea,Fall Residency,1984,,,PARK,Je-chun,1578
Asia,Eastern Asia,South Korea,Fall Residency,2011,,,PARK,Chan Soon,1967
Asia,Eastern Asia,South Korea,Fall Residency,2007,,,RA,Heeduk,1623
Asia,Eastern Asia,South Korea,Fall Residency,1993,,,RIM,Jong-joo (hailji),1654
Asia,Eastern Asia,South Korea,Fall Residency,1979,,,SHIN,Tae-ch'ol,2403
Asia,Eastern Asia,South Korea,Fall Residency,1988,,,SHIN,Tong-choon,2404
Asia,Eastern Asia,South Korea,Fall Residency,1985,,,SOHN,Jang-soon,2425
Asia,Eastern Asia,South Korea,Fall Residency,1971,,,SUNG,Chan-kyung,2450
Asia,Eastern Asia,South Korea,Fall Residency,2003,,,KIM,Ethan W.,1295
Asia,Eastern Asia,South Korea,Fall Residency,2005,,,YIM,Phil-sung,2334
Asia,Eastern Asia,South Korea,Fall Residency,2005,,,YOO,Jae-Hyun,2337
Asia,Eastern Asia,South Korea,Fall Residency,2010,,,CHO,Yong Mee,948
Asia,Eastern Asia,South Korea,Fall Residency,2014,,Heekyung Eun,Eun,Heekyung,3962
Europe,Southern Europe,Spain,Fall Residency,1983,,,Álvarez,Carlos,2576
Europe,Southern Europe,Spain,Fall Residency,2011,,,RICO,Eugenia,1978
Europe,Southern Europe,Spain,Fall Residency,1990,Barbadillo Griñán,,Barbadillo,Patricia Griñan,856
Europe,Southern Europe,Spain,Fall Residency,1981,,,GROSSO,Alfonso,1134
Europe,Southern Europe,Spain,Fall Residency,1985,,,MORENO,Luis,1461
Europe,Southern Europe,Spain,Fall Residency,1984,,,RIPOLL,José Ramón,1655
Europe,Southern Europe,Spain,Fall Residency,1979,,,SÁNCHEZ,Germán Espeso,2462
Europe,Southern Europe,Spain,Fall Residency,1986,,,SANTONJA,Gonzalo,2381
Europe,Southern Europe,Spain,Fall Residency,1988,,,SOREL,Andres,2429
Europe,Southern Europe,Spain,Fall Residency,1992,,,ZABALETA Urkiola,Inaki,2495
Europe,Southern Europe,Spain,Fall Residency,1996,,,ZABALBEASCOA,Anatxu,2341
Europe,Southern Europe,Spain/Cuba,Fall Residency,2008,,,SAUNDERS,Rogelio,2259
Asia,South-central Asia,Sri Lanka,Fall Residency,1990,Jean Arasanayagam,,Arasanayagam,Jean,805
Asia,South-central Asia,Sri Lanka,Fall Residency,1996,,,DISANAYAKA,Madhubhashini Manjarika Kumari,1023
Asia,South-central Asia,Sri Lanka,Fall Residency,2005,,,HUSSEIN,Ameena,1208
Asia,South-central Asia,Sri Lanka,Fall Residency,2006,,,KUMARASINGHE,Jagath,1330
Asia,South-central Asia,Sri Lanka,Fall Residency,1977,,,Kailasapathy,Kanagasabapathy,1614
Asia,South-central Asia,Sri Lanka,Fall Residency,1968,,,SURAWEERA,Alankarage Victor,2451
Africa,Northern Africa,Sudan,Fall Residency,1988,,,LO LIYONG,Taban,1379
Africa,Northern Africa,Sudan,Fall Residency,2014,,,Sanhouri,Sabah,3960
Europe,Northern Europe,Sweden,Fall Residency,1984,Rolf Aggestam,,Aggestam,Rolf,779
Europe,Northern Europe,Sweden,Fall Residency,1980,Eric Åkerlund,,Åkerlund,Eric,2577
Europe,Northern Europe,Sweden,Fall Residency,1970,Erik Beckman,,Beckman,Erik,864
Europe,Northern Europe,Sweden,Fall Residency,1968,,,HARDING,Gunnar,1164
Europe,Northern Europe,Sweden,Fall Residency,1988,,,SEM-SANDBERG,Steve,2391
Europe,Northern Europe,Sweden,Fall Residency,1985,,,VERNER-CARLSSON,Jan,2516
Europe,Western Europe,Switzerland,Fall Residency,2009,,,RAJCIC,Dragica,1633
Europe,Western Europe,Switzerland,Fall Residency,1998,,,ZOPFI,Emil,2351
Asia,Western Asia,Syria,Fall Residency,2008,,,BITAR,Haifa,834
Asia,Western Asia,Syria,Fall Residency,1994,,,ISBER,Osama,1225
Asia,Western Asia,Syria,Fall Residency,2007,,,KHALIFA,Khaled,1278
Asia,Western Asia,Syria,Fall Residency,2005,,,SIREES,Nihad,2276
Asia,Western Asia,Syria,Fall Residency,2014,,Kinana Issa,Issa,Kinana,4003
Asia,Eastern Asia,Taiwan,Fall Residency,1984,Boyang,,Bo,Yang,882
Asia,Eastern Asia,Taiwan,Fall Residency,1978,,,Chen,Shun-sian,933
Asia,Eastern Asia,Taiwan,Fall Residency,1983,,,CHEN,Ying-chen,934
Asia,Eastern Asia,Taiwan,Fall Residency,"1968, 1969, 1971",,,CHENG,Wen-tao,936
Asia,Eastern Asia,Taiwan,Fall Residency,1988,,,CHI,Chi (juey-yeh Lee),939
Asia,Eastern Asia,Taiwan,Fall Residency,"1981, 1987",,,CHIANG,Hsun,942
Asia,Eastern Asia,Taiwan,Fall Residency,1978,,,CHIN,Sung,944
Asia,Eastern Asia,Taiwan,Fall Residency,1985,,,HSIANG,Yang (chi-yang Lin),1199
Asia,Eastern Asia,Taiwan,Fall Residency,1988,,,HSIAO,Sa (ching-yu Hsiao),1200
Asia,Eastern Asia,Taiwan,Fall Residency,1974,,,HU,Mei-tze,1201
Asia,Eastern Asia,Taiwan,Fall Residency,1987,,,HWANG,Fan (hsia-chung),1210
Asia,Eastern Asia,Taiwan,Fall Residency,1979,,,KAO,Chun,1263
Asia,Eastern Asia,Taiwan,Fall Residency,1984,,,KAO,Hsin-chiang,1264
Asia,Eastern Asia,Taiwan,Fall Residency,1982,,,KUN,Yun-lung,1325
Asia,Eastern Asia,Taiwan,Fall Residency,1987,,,LI,Ang (shih Shu Tuan),1364
Asia,Eastern Asia,Taiwan,Fall Residency,1981,,,LIAO,Wei-chun,1366
Asia,Eastern Asia,Taiwan,Fall Residency,1970,,,LIN,Hwai-min,1371
Asia,Eastern Asia,Taiwan,Fall Residency,2012,,,Lin,Chun Ying,3129
Asia,Eastern Asia,Taiwan,Fall Residency,1983,,,LIU,Wu-hsiung (chi-teng Sheng),1377
Asia,Eastern Asia,Taiwan,Fall Residency,"1969, 1970, 1971",,,LO,Yen,1380
Asia,Eastern Asia,Taiwan,Fall Residency,2007,,,LO,Yi-Chin,1381
Asia,Eastern Asia,Taiwan,Fall Residency,2011,,,SU,Wei-chen,1992
Asia,Eastern Asia,Taiwan,Fall Residency,1997,,,CHANG,Ta-chun,928
Asia,Eastern Asia,Taiwan,Fall Residency,2013,,Tong Wei-Ger,Tong,Wei Ger,3547
Asia,Eastern Asia,Taiwan,Fall Residency,1967,,,WANG,Ching-lin,2526
Asia,Eastern Asia,Taiwan,Fall Residency,1972,,,WANG,Timothy Tsen-ho,2530
Asia,Eastern Asia,Taiwan,Fall Residency,1986,,,WANG,Tuoh,2531
Asia,Eastern Asia,Taiwan,Fall Residency,1992,,,WANG,Katherine J. C.,2527
Asia,Eastern Asia,Taiwan,Fall Residency,1992,,,WANG,Lomen,2528
Asia,Eastern Asia,Taiwan,Fall Residency,1980,,,WU,Cheng,2546
Asia,Eastern Asia,Taiwan,Fall Residency,1968,,,YANG,Robert,2553
Asia,Eastern Asia,Taiwan,Fall Residency,1985,,,YANG,Ching-chu,2552
Asia,Eastern Asia,Taiwan,Fall Residency,1971,,,YAO,Kung-wei,2554
Asia,Eastern Asia,Taiwan,Fall Residency,2010,,,YING,Feng-Huang,2336
Asia,Eastern Asia,Taiwan,Fall Residency,1973,,,YU,Tien-t'sung,2562
Asia,Eastern Asia,Taiwan,Fall Residency,2014,,Chen Li,Chen,Li,3888
Africa,Eastern Africa,Tanzania,Fall Residency,1968,,,PALANGYO,Peter K.,1570
Asia,South-eastern Asia,Thailand,Fall Residency,1988,,,SAWADSRI,Suchart,2386
Asia,South-eastern Asia,Thailand,Fall Residency,1978,,,UMAVIJANI,Montri,2494
Asia,South-central Asia,Tibet,Fall Residency,2011,,,NORBU,Jamyang,1960
Africa,Western Africa,Togo,Fall Residency,1996,Adovi John-Bosco Adotévi,,Adotévi,Adovi John-Bosco,747
Africa,Western Africa,Togo,Fall Residency,2001,Victor Aladji,,ALADJI,Yawo Weka,754
Africa,Western Africa,Togo,Fall Residency,2000,,,DOGBE,Yves-Emmanuel,1027
Africa,Western Africa,Togo,Fall Residency,1995,,,KANGNI,Alemjrodo,1260
Africa,Western Africa,Togo,Fall Residency,1997,,,KUAKUVI,Mawule Kuamvi,1324
The Americas,Caribbean,Trinidad,Fall Residency,1984,Michael Anthony,,Anthony,Michael,801
The Americas,Caribbean,Trinidad,Fall Residency,1987,Wayne Brown,,Brown,Wayne Vincent,895
The Americas,Caribbean,Trinidad,Fall Residency,1980,,,LOVELACE,Earl,1387
The Americas,Caribbean,Trinidad,Fall Residency,1980,,,SELVON,Sam,2390
Asia,Western Asia,Turkey,Fall Residency,1983,Bilgin Adali,,Adali,Bilgin,776
Asia,Western Asia,Turkey,Fall Residency,1998,,,ATASÜ SAYRON,Erendiz,766
Asia,Western Asia,Turkey,Fall Residency,1976,,,ERAY,Nazli B.,1051
Asia,Western Asia,Turkey,Fall Residency,1979,,,ERBIL,Leyla,1052
Asia,Western Asia,Turkey,Fall Residency,1968,,,ERDURAN,Refik,1053
Asia,Western Asia,Turkey,Fall Residency,2004,,,ÖZTAS,Mahir,2354
Asia,Western Asia,Turkey,Fall Residency,1985,,,PAMUK,Orhan,1573
Asia,Western Asia,Turkey,Fall Residency,1980,,,TURAN,Ismail Güven,2489
Asia,Western Asia,Turkey,Fall Residency,1996,,,UZUNER,Buket,2313
Africa,Eastern Africa,Uganda,Fall Residency,1985,,,EJIET,Augustine,1041
Africa,Eastern Africa,Uganda,Fall Residency,1986,,,ERONE,Barnabas Okiring,1054
Africa,Eastern Africa,Uganda,Fall Residency,2013,,Oscar Ranzo,RANZO,Oscar,3528
Africa,Eastern Africa,Uganda,Fall Residency,1997,,,KYOMUHENDO,Goretti,1339
Africa,Eastern Africa,Uganda,Fall Residency,2000,,,MUGARRA,Pascal Adyeeri,1469
Africa,Eastern Africa,Uganda,Fall Residency,2002,,,MULEKWA,Charles,1471
